CRD#,SEC#,Primary Business Name,Legal Name,Main Office Address 1,Main Office Address 2,Main City,Main State,Main Zip,Main Phone,Main Fax,Web Site,Registration Status,Registration Status Effective Date
153267,,KANUNDRUM CAPITAL,KANUNDRUM INC.,11 THOMAS PLACE,,ROWAYTON,CT,6853,203-838-2661,,WWW.KANUNDRUM.COM,Approved,6/21/10
132088,,"SOUND FINANCIAL MANAGEMENT, LLC","SOUND FINANCIAL MANAGEMENT, LLC",32 SOUTH BEACH DRIVE,,ROWAYTON,CT,06853-1703,203-853-6030,203-857-0386,,Approved,10/14/04
151658,,CASTLEBURY ADVISORY LLC,CASTLEBURY ADVISORY LLC,132 BACON ROAD,,ROXBURY,CT,6783,860-354-1105,860-354-1105,,Approved,10/21/09
153382,,CHARTER OAK INVESTMENT NETWORK LLC.,CHARTER OAK INVESTMENT NETWORK LLC.,45 RANNEY HILL ROAD,,ROXBURY,CT,6783,203/241-7636,860/350-3673,WWW.CHARTEROAKLLC.COM,Approved,5/6/10
125701,,"BERKSHIRE ASSET MANAGEMENT, INC.","BERKSHIRE ASSET MANAGEMENT, INC.",349 HOUSATONIC RIVER ROAD,,SALISBURY,CT,6068,860-824-7648,860-824-7649,,Approved,4/1/91
125983,,FSCM CO.,"KRASOWSKI, FRANCIS A.",3 CHERRY HEIGHTS TERRACE,,SANDY HOOK,CT,6482,203-426-2782,203.426.2782,,Approved,5/19/95
143386,,"PROACTIVE INVESTMENT MANAGEMENT, LLC","PROACTIVE INVESTMENT MANAGEMENT, LLC",185 EASTWOOD DRIVE,,SEYMOUR,CT,6483,203-252-6219,,,Approved,5/15/07
136775,,FIRST SHARON LLC,FIRST SHARON LLC,1 HOSIER ROAD,,SHARON,CT,6069,860-364-4679,860-248-4153,,Approved,5/25/06
136724,,"J. STEPHENS WEALTH MANAGEMENT, LLC","J. STEPHENS WEALTH MANAGEMENT, LLC",7 BRUCE DRIVE,,SHELTON,CT,06484-4312,203-922-1192,203-922-1699,WWW.JSWEALTH.COM,Approved,9/22/05
151997,,"KELLEHER FINANCIAL PLANNING, LLC","KELLEHER FINANCIAL PLANNING, LLC",237 HOPMEADOW STREET,,SIMSBURY,CT,6089,860-264-1620,860-264-1620,,Termination Requested,6/27/11
127996,,"SAGE FINANCIAL DESIGN, INC","SAGE FINANCIAL DESIGN, INC",548 HOPMEADOW ST,,SIMSBURY,CT,6070,860-658-0443,860-651-3538,WWW.SAGEFINANCIALDESIGN.COM,Approved,4/8/87
151963,,SHAW CONSULTING LLC,SHAW CONSULTING LLC,14 STATION STREET,,SIMSBURY,CT,6070,860-748-5451,,,Approved,2/25/10
121371,,"SULLIVAN FINANCIAL, LLC","SULLIVAN FINANCIAL, LLC",7 WATER STREET,,SOUTH GLASTONBURY,CT,6073,(860)657-4150,(860)657-4206,,Approved,12/1/03
119878,,ASSET MANAGEMENT ASSOCIATES,"RUOCCO, JOHN RALPH",23 ALPINE DRIVE,,SOUTH WINDSOR,CT,6074,860-648-1953,860-648-1953,ASSETMANAGEMENTASSOCIATES.COM,Approved,1/1/90
126671,,BIGMAN CONSULTING SERVICES LLC,BIGMAN CONSULTING SERVICES LLC,1740 ELLINGTON ROAD,,SOUTH WINDSOR,CT,6074,860-644-9834,860-644-9978,,Approved,7/12/95
153715,,"BUTLER & CO., INC.","BUTLER & CO., INC.",46 SUNSET TERR.,,SOUTH WINDSOR,CT,06074-1445,860-644-4024,860-644-4530,,Approved,6/8/10
122437,,"STRATEGIC FINANCIAL, LLC","STRATEGIC FINANCIAL, LLC",1695 ELLINGTON ROAD,SUITE 202,SOUTH WINDSOR,CT,6074,860-644-8666,860-644-3436,WWW.STRATEGICFINANCIALCT.COM,Approved,11/14/02
118649,,COMPASS CAPITAL MANAGEMENT,"COMPASS CAPITAL MANAGEMENT, LLC",TWO POMPERAUG OFFICE PARK,SUITE 301,SOUTHBURY,CT,6488,203-264-8282,203-264-1718,WWW.403B7-ONESOURCE.COM,Approved,6/13/05
111529,,LOVETERE FINANCIAL LLC,LOVETERE FINANCIAL LLC,402 HIGH RIDGE ROAD,,SOUTHBURY,CT,6488,203-578-5418,203-405-1490,HTTP://LOVETEREFINANCIAL.COM/,Approved,11/9/99
150233,,"SHEHU ASSET MANAGEMENT, LLC","SHEHU ASSET MANAGEMENT, LLC",88 RAILSTONE DRIVE,,SOUTHBURY,CT,6488,860-778-8309,,,Approved,6/19/09
125659,,"DBIA, LLC.","DBIA, LLC.",11 RESERVOIR RIDGE,,SOUTHINGTON,CT,6489,860-214-6326,,,Approved,9/19/00
121577,,"LEUMAS ADVISORS, LLC","LEUMAS ADVISORS, LLC",85 HIGH TOWER ROAD,,SOUTHINGTON,CT,6489,860-478-3571,860-276-8802,,Approved,3/12/03
23521,,CARTER CAPITAL CORPORATION,CARTER CAPITAL CORPORATION,167 OLD POST ROAD,,SOUTHPORT,CT,6490,203-254-3333 EX222,203-256-7753,,Approved,6/21/89
136165,801-64981,MICROCAPITAL LLC,MICROCAPITAL LLC,167 OLD POST ROAD,3RD FLOOR,SOUTHPORT,CT,06890-1301,2033198208,2033198210,WWW.MICROCAPITAL.COM,Approved,7/15/09
145298,,"WJR FINANCIAL, LLC","WJR FINANCIAL, LLC",107 JOHN STREET #7,,SOUTHPORT,CT,6890,(203) 659-4099,440-860-3778,WWW.WJRFINANCIAL.COM,Approved,1/2/08
141385,,ALSTON CAPITAL MANAGEMENT LLC,ALSTON CAPITAL MANAGEMENT LLC,3 WESTMINSTER RD,,STAMFORD,CT,6902,203 588-0306,203 588-0306,WWW.ALSTONCAP.COM,Approved,5/25/10
153671,,ANA CAPITAL MANAGEMENT,ANA CAPITAL MANAGEMENT LLC,SIX LANDMARK SQUARE,SUITE 441,STAMFORD,CT,6901,203-359-5629,203-359-5832,,Approved,1/3/11
155444,,APLOS ADVISORS LLC,APLOS ADVISORS LLC,96 CUMMINGS POINT ROAD,,STAMFORD,CT,6902,203-358-8000 X 715,203-358-0179,,Approved,1/14/11
152150,,"ARAGLAN CAPITAL MANAGEMENT , LLC","ARAGLAN CAPITAL MANAGEMENT , LLC",ONE LANDMARK SQUARE,SUITE 801,STAMFORD,CT,06901-2601,203-323-2691,203-359-4150,,Approved,1/14/10
153665,,"ARGA INVESTMENT MANAGEMENT, LP","ARGA INVESTMENT MANAGEMENT, LP",1010 WASHINGTON BOULEVARD,6TH FLOOR,STAMFORD,CT,6901,203-614-0818,203-614-0808,WWW.ARGAINVEST.COM,Approved,5/11/10
109980,,BARKER ASSET MANAGEMENT INC,BARKER ASSET MANAGEMENT INC,28 BIG OAK ROAD,,STAMFORD,CT,6903,203-321-1073,203-321-8580,,Approved,8/6/96
141043,,"BREGMAN & COMPANY, P.C.","BREGMAN & COMPANY, P.C.",350 BEDFORD STREET,SECOND FLOOR,STAMFORD,CT,6901,203-325-4155,203-251-8017,ACCOUNTANTSRUS.COM,Approved,2/20/07
147081,,BRIDGE 1 ADVISORS,"BRIDGE 1 ADVISORS, LLC","6 LANDMARK SQUARE, SUITE 400",,STAMFORD,CT,6901,203 359-5652,203 359-5852,WWW.BRIDGE1.US,Approved,7/24/08
126931,,CAPITAL DYNAMICS,"HOFSHI, RAMI",1 BANK STREET,SUITE 301,STAMFORD,CT,6901,203-348-4015,203-348-4015,,Approved,7/21/00
128323,,CLB FINANCIAL,CHRISTOPHER L. BAKOWSKI,335 ROCKY RAPIDS ROAD,,STAMFORD,CT,06903-3126,203-968-6398,203-547-6302,,Approved,9/1/04
110598,,D/B/A BERGER ADVISORY SERVICES,"JAMES F. BERGER, JR.",1700 BEDFORD STREET,SUITE 101,STAMFORD,CT,6905,203-325-9727,203-327-9035,BERGERADVISORY.COM,Approved,9/8/98
144794,,D5 ADVISORS LLC,D5 ADVISORS LLC,750 EAST MAIN STREET,7TH FLOOR,STAMFORD,CT,6902,203-276-6621,203-724-2151,WWW.D5ADVISORS.COM,Approved,1/29/08
111959,,ELIZABETH H. HUFFINE,ELIZABETH HACKETT HUFFINE,24 TALL OAKS ROAD,,STAMFORD,CT,6903,203-329-0511,203-329-3768,,Approved,5/19/94
112010,,FINANCIAL CONTROL SERVICES,CONTROL SERVICE COMPANIES INC,SIX LANDMARK SQUARE,SUITE 400,STAMFORD,CT,06901-2792,203-975-9898,203-975-9897,WWW.FINANCIALCONTROL.INFO,Approved,1/3/95
119664,,"FLEMING, PERRY & COX, INC.","FLEMING, PERRY & COX, INC.",TWO STAMFORD PLAZA,"281 TRESSER BLVD., 4TH FLOOR",STAMFORD,CT,6901,888-862-9644,203-352-1795,WWW.FPCADVISORS.COM,Approved,2/10/00
155618,,"GREENWICH FINANCIAL ADVISORS, LLC","GREENWICH FINANCIAL ADVISORS, LLC",225 GREENWICH AVE,,STAMFORD,CT,6902,203-321-6627,,WWW.GFALLC.COM,Approved,12/21/10
124159,801-61936,HARBOR DRIVE ASSET MANAGEMENT LLC,HARBOR DRIVE ASSET MANAGEMENT LLC,262 HARBOR DRIVE,,STAMFORD,CT,6902,203-569-6400,203-569-6918,WWW.HDAM.COM,Approved,7/2/08
153549,,HH CAPITAL MANAGEMENT LLC,HH CAPITAL MANAGEMENT LLC,6 LANDMARK SQUARE,4TH FLOOR,STAMFORD,CT,6901,203-359-5617,203-359-5817,WWW.HHFUNDS.COM,Approved,4/28/11
123973,,"INVESTMENT & PENSIONS INTERNATIONAL, INC.","INVESTMENT & PENSIONS INTERNATIONAL, INC.",28 VINE ROAD,SUITE 1-M,STAMFORD,CT,6905,203-324-5438,203-964-0073,WWW.ALPASHA.NET,Approved,10/3/91
145171,,JASPER FUNDS LLC,JASPER FUNDS LLC,1 BANK ST LL-1,,STAMFORD,CT,6901,203-353-9470,203-353-9470,JASPERFUNDS.COM,Approved,3/12/07
144381,801-68073,LEVI FINANCIAL GROUP LLC,LEVI FINANCIAL GROUP LLC,150 FOREST STREET,,STAMFORD,CT,6901,203-961-0661,203-961-0629,,Approved,7/22/09
149183,,"MARVISTA MANAGEMENT, LLC","MARVISTA MANAGEMENT, LLC",2 STAMFORD LANDING,SUITE 295,STAMFORD,CT,6902,203-978-5240,203-637-5834,,Approved,4/24/09
155562,,MATARIN CAPITAL MANAGEMENT,MATARIN CAPITAL MANAGEMENT LLC,ONE DOCK STREET,SUITE 320,STAMFORD,CT,6902,203-998-0482,203-998-0480,WWW.MATARIN.COM,Approved,1/3/11
136501,,MULLANEY TRUST,"MULLANEY MANAGEMENT & TRUST, LLC",1177 HIGH RIDGE ROAD,,STAMFORD,CT,6905,203-254-0000,203-404-3163,WWW.MULLANEYTRUST.COM,Approved,9/29/05
155086,,NEBULA CAPITAL MANAGEMENT,"NEBULA CAPITAL MANAGEMENT, LP",595 SUMMER STREET,,STAMFORD,CT,6901,203-930-3103,203-323-1500,WWW.NEBULACAPITAL.COM,Approved,2/3/11
149905,,"NS CAPITAL, LLC","NS CAPITAL, LLC",1 LANDMARK SQUARE,THIRD FLOOR,STAMFORD,CT,6901,866-676-6002,866-676-5825,WWW.NSCAPLLC.COM,Approved,6/18/09
144248,,PEATTIE CAPITAL MANAGEMENT,"PEATTIE CAPITAL MANAGEMENT, LLC",1200 HIGH RIDGE RD  STE 7,,STAMFORD,CT,6905,203-308-1204,203-329-8235,,Approved,6/14/07
144375,801-68083,PERENNIAL INVESTMENT PARTNERS (U.S.) INC.,PERENNIAL INVESTMENT PARTNERS (U.S.) INC.,1010 WASHINGTON BLVD.,,STAMFORD,CT,6901,203-323-3350,203-323-3352,,Approved,2/16/11
130861,,POUND CAPITAL LTD.,POUND CAPITAL LTD.,1055 WASHINGTON BLVD,,STAMFORD,CT,06901-2216,203-967-1055,203-967-1057,,Approved,10/7/04
155337,,"PROSPECT ADVISORS, LLC","PROSPECT ADVISORS, LLC",1611 WASHINGTON BLVD.,SUITE 23,STAMFORD,CT,6902,203-388-8712,,WWW.PROSPECTADVISORSLLC.COM,Approved,11/9/10
127050,,"PRUNOTTO, JOHN PETER","PRUNOTTO, JOHN PETER",75 WOOD RIDGE DRIVE,,STAMFORD,CT,6905,203-968-1773,203-968-2902,WWW.JOHNPRUNOTTOCPA.COM,Approved,6/16/00
127390,,"RJT INVESTMENT COUNSELORS, LLC","RJT INVESTMENT COUNSELORS, LLC",74 DORAL FARM ROAD,,STAMFORD,CT,6902,203-329-1173,203-322-1313,,Approved,1/2/04
128237,,"SCOTT, RALPH UPTON","SCOTT, RALPH UPTON",271 SYLVAN KNOLL RD,,STAMFORD,CT,06902-5344,203-323-6948,203-323-4885,,Approved,5/1/97
146842,,"SYENA CAPITAL MANAGEMENT, LLC","SYENA CAPITAL MANAGEMENT, LLC",ONE STAMFORD PLAZA,"263 TRESSER BOULEVARD, 9TH FLOOR",STAMFORD,CT,6901,203-559-6795,203-698-2245,,Approved,6/30/08
155624,,THE DOWLING GROUP,"DOWLING FINANCIAL SERVICES, INC",30 MYANO LANE,,STAMFORD,CT,6902,203-967-2231,203-327-7999,WWW.THEDOWLINGGROUP.COM,Approved,1/4/11
149923,,"VCF MANAGERS, LLC","VCF MANAGERS, LLC",612 WESTOVER ROAD,,STAMFORD,CT,6902,203-329-2386,203-329-2386,,Approved,7/14/09
137042,,"WEST LANE CAPITAL MANAGEMENT, LLC","WEST LANE CAPITAL MANAGEMENT, LLC",2777 SUMMER STREET,2ND FLOOR,STAMFORD,CT,6905,203-705-1600,203-705-1606,HTTP://WWW.WESTLANECAPITAL.COM/,Approved,10/28/05
144354,,"WIND & ROSE, LLC","WIND & ROSE, LLC","364 WOODBINE ROAD, MAILBOX R",,STAMFORD,CT,6903,203-921-6872,203-987-4141,,Approved,7/9/07
126232,,"WINFIELD GLEN ADVISORS, LLC","WINFIELD GLEN ADVISORS, LLC",SOUNDVIEW PLAZA,"1266 EAST MAIN STREET, SUITE 700",STAMFORD,CT,6902,203-539-6268,,WWW.WINFIELDGLEN.COM,Approved,5/29/98
128509,,LYONS ASSET MANAGEMENT,"LYONS, JOSHUA CHARLES",1437 PEQUOT TRAIL,,STONINGTON,CT,6378,860-572-8529,860-572-1459,,Approved,5/20/96
127294,,HUGHES INVESTMENT ADVISORY SERVICES L.L.C.,HUGHES INVESTMENT ADVISORY SERVICES L.L.C.,434 HOUSATONIC AVE,,STRATFORD,CT,6615,203-375-2495,,,Approved,1/31/94
121060,,"INVESTMARK ADVISORY SERVICES, INC.","INVESTMARK ADVISORY SERVICES, INC.","RYDERS LANDING, 6580 MAIN STREET",,STRATFORD,CT,6614,203-953-3777,203-386-8300,WWW.INVESTMARKFINANCIAL.COM,Approved,7/26/91
125642,,"NETWORTH, LLC","NETWORTH, LLC",89B SOUTH TRAIL,,STRATFORD,CT,06614-8103,203-386-0749,,WWW.NETWORTHLLC.COM,Approved,1/24/01
144980,,"RETIREMENT DOCTOR, LLC","RETIREMENT DOCTOR, LLC",178 MOUNTAIN ROAD,,SUFFIELD,CT,6078,860-668-9700,860-668-1182,WWW.RETIREMENTDOCTOR.COM,Approved,2/21/08
127101,,EXETER CAPITAL COMPANIES LLC,EXETER CAPITAL COMPANIES LLC,48 STONE POND RD,,TOLLAND,CT,6084,508-248-5765,508-248-5765,,Approved,10/13/00
144867,,"G.M. PARKER, LLC","PARKER, GEORGE MICHAEL",5 MARLBORO GLADE,,TOLLAND,CT,6084,860-881-9035,860-881-9035,,Approved,9/18/08
140504,,BARRON FINANCIAL GROUP LLP,BARRON FINANCIAL GROUP LLP,103 ALBERT STREET,,TORRINGTON,CT,6790,860-489-0432,860-489-6381,WWW.BARRONFINANCIALGROUP.COM,Approved,6/22/06
125530,,"ADVANCED INVESTMENT STRATEGIES, LTD.","ADVANCED INVESTMENT STRATEGIES, LTD.",4371 MADISON AVENUE,,TRUMBULL,CT,6611,203-261-2948,203-261-3658,ADVANCEDINVEST.COM,Approved,1/12/90
151196,,"FINANCIAL SOLUTIONS GROUP, LLC","FINANCIAL SOLUTIONS GROUP, LLC",14 THREE TREES LANE,,TRUMBULL,CT,6611,203-452-8192,,,Approved,9/25/09
150718,,"NAUTICOS INVESTMENT ADVISORS, LLC","NAUTICOS INVESTMENT ADVISORS, LLC",2576 HUNTINGTON TPKE,,TRUMBULL,CT,6611,203-257-4491,203-612-3593,WWW.NAUTICOSADVISORS.COM,Approved,8/12/09
133137,,"PROFESSIONAL FINANCIAL MANAGEMENT, LLC","PROFESSIONAL FINANCIAL MANAGEMENT, LLC",104 SHELTER ROCK RD,,TRUMBULL,CT,6611,203-459-0772,203-459-0780,,Approved,3/3/05
127339,,SALEM HEIGHTS FINANCIAL LLC,SALEM HEIGHTS FINANCIAL LLC,60 SALEM RD,,TRUMBULL,CT,6611,203-261-8004,203-452-9517,WWW.SALEMHEIGHTSFINANCIAL.COM,Approved,10/2/03
127247,,"SLADEK & WITEK, LLP","SLADEK & WITEK, LLP",115 TECHNOLOGY DRIVE,SUITE B-207,TRUMBULL,CT,6611,203-268-5988,203-459-0333,SLADEKWITEK.COM,Approved,11/30/00
127287,,"SMITH FINANCIAL CONCEPTS, LLC","SMITH FINANCIAL CONCEPTS, LLC",156 FRESH MEADOW DRIVE,,TRUMBULL,CT,6611,203-268-2404,203-268-2772,WWW.SMITHFINANCIALCONCEPTS.COM,Approved,4/27/88
127663,,"DOHERTY FINANCIAL ADVISORS, LLC","DOHERTY FINANCIAL ADVISORS, LLC",212 NORWICH-NEW LONDON TURNPIKE,,UNCASVILLE,CT,6382,860-848-1881,860-848-5555,WWW.DOHERTYFINANCIAL.COM,Approved,1/3/02
126018,,FINANCIAL FITNESS STRATEGIES,"STROINEY, RICHARD CHARLES","45 HARTFORD TURNPIKE, SUITE 9",,VERNON,CT,6066,860-643-8448,860-643-8448,,Approved,3/5/92
125985,,"KEY FINANCIAL CONCEPTS, INC.","KEY FINANCIAL CONCEPTS, INC.","428 HARTFORD TPKE, SUITE 109",,VERNON,CT,6066,860-871-6114,860-871-8884,,Approved,6/22/98
130384,,"KEYNOTE FINANCIAL SERVICES, LLC","KEYNOTE FINANCIAL SERVICES, LLC","7 KEYNOTE DRIVE, SUITE E",,VERNON,CT,6066,860-875-5753,860-870-8301,,Approved,3/18/04
126509,,SFP ASSOCIATES,"DYAR, T. GERALD",205 VERNON AVE. #168,,VERNON,CT,06066-4344,860-391-1558,860-454-7561,WWW.SFPASC.COM,Approved,1/4/94
124345,,"CRESCENT CAPITAL & RESEARCH,INC.","CRESCENT CAPITAL & RESEARCH,INC.",14 ROSICK RD.,,WALLINGFORD,CT,6492,203-949-0342,,,Approved,9/28/95
109974,,"FAIR STREET FINANCIAL SERVICES, LLC","FAIR STREET FINANCIAL SERVICES, LLC",45 FAIR STREET,,WALLINGFORD,CT,6492,203-265-2068,203-269-9534,,Approved,7/23/92
111786,,"AITA FINANCIAL GROUP, INC.","AITA FINANCIAL GROUP, INC.",4 GREEN HILL ROAD,,WASHINGTON DEPOT,CT,06794-0382,860-868-6140,860-868-6144,WWW.AITAFINANCIAL.COM,Approved,4/30/97
126875,,GREENE & COMPANY FINANCIAL SERVICES LLC,GREENE & COMPANY FINANCIAL SERVICES LLC,10 TITUS ROAD,,WASHINGTON DEPOT,CT,6794,860-868-3410,860-868-3414,WWW.LCURVE.COM,Approved,1/7/05
125638,,CONTINENTAL NINE FINANCIAL,"TARTE, CONRAD ANTHONY",161 HILLSIDE AVE,,WATERBURY,CT,6710,203-753-7600,203-753-5351,,Approved,9/7/89
125224,,"SJ FINANCIAL SERVICES, LLC","SJ FINANCIAL SERVICES, LLC",185 BOSTON POST ROAD,,WATERFORD,CT,6385,860-701-0787,860-701-0785,,Approved,3/6/07
125931,,GOODRIDGE INVESTMENT CONSULTING CO.,"GOODRIDGE, JAMES COATES",90 MOUNTAIN TERRACE RD,,WEST HARTFORD,CT,6107,860-313-0057,860-313-0058,WWW.GOODINVESTING.COM,Approved,7/5/95
127261,,"INVESTMENT & FINANCIAL COUNSELORS, LLC","INVESTMENT & FINANCIAL COUNSELORS, LLC",998 FARMINGTON AVE,SUITE 202,WEST HARTFORD,CT,6107,860-232-4121,860-232-4111,,Approved,4/29/98
125644,,"INVESTMENT CONSULTING RESOURCES, LLC","INVESTMENT CONSULTING RESOURCES, LLC",29 TEN ACRE LANE,,WEST HARTFORD,CT,6107,860-313-0411,860-313-0412,,Approved,9/25/03
126174,,"LIFETIME FINANCIAL STRATEGIES, INC.","LIFETIME FINANCIAL STRATEGIES, INC.",44 IRONWOOD ROAD,,WEST HARTFORD,CT,6117,860-523-8570,860-523-8571,,Approved,5/4/94
147094,,WALBRIDGE CAPITAL ADVISORS LLC,WALBRIDGE CAPITAL ADVISORS LLC,"1000 FARMINGTON AVENUE, SUITE 104",,WEST HARTFORD,CT,6107,860-967-0697,860-967-0697,WWW.WALBRIDGECAPITAL.COM,Approved,11/19/08
126172,,FITZPATRICK ASSET MANAGEMENT,"FITZPATRICK, KEVIN PAUL",131 MOUNTAIN RD,,WEST REDDING,CT,6896,203-431-9284,203-438-3439,,Approved,9/17/03
152794,,"MARSHALL JAMES CAPITAL, LLC","MARSHALL JAMES CAPITAL, LLC",15 CEDAR HILL ROAD,,WEST SIMSBURY,CT,6092,860-729-8235,,,Approved,4/19/10
144227,,CZP ASSOCIATES,CZP ASSOCIATES,9 LITTLE FOX LANE,,WESTON,CT,6883,203-454-4615,203-227-2763,,Approved,9/21/07
143036,,KMH MANAGEMENT INC.,KMH MANAGEMENT INC.,133 LORDS HIGHWAY,,WESTON,CT,6883,203-222-8318,203-222-8132,,Approved,5/4/07
144622,,"SHINE FINANCIAL SERVICES, LLC","SHINE FINANCIAL SERVICES, LLC",18 LAUREL LAKE WEST,,WESTON,CT,6883,203-222-6000,203-341-9683,WWW.SHINEFINANCIALSERVICES.COM,Approved,8/13/07
109082,801-57131,SOUND ASSET MANAGEMENT INC,SOUND ASSET MANAGEMENT INC,5 GLEN LANE,,WESTON,CT,6883,203-222-9370,203-222-9425,WWW.SOUNDASSET.COM,Approved,6/2/03
148261,,"CONTINENTAL FIVE INVESTMENT GROUP, LLC","CONTINENTAL FIVE INVESTMENT GROUP, LLC",90 POST ROAD WEST,,WESTPORT,CT,6880,203-221-0200,203-221-0880,,Conditional Restricted,2/11/09
153476,,COVACI GROUP LLC,COVACI GROUP LLC,12 MOSS LEDGE RD,,WESTPORT,CT,6880,203-246-5532,,WWW.COVACI.COM,Approved,5/27/10
128159,,"CRESTVIEW INVESTMENT ADVISORS, INC.","CRESTVIEW INVESTMENT ADVISORS, INC.",431 POST ROAD EAST,SUITE ONE,WESTPORT,CT,06880-4403,203-222-0333,203-222-0000,,Termination Requested,7/5/11
127209,,"CYGNET INVESTMENT CO., INC.","CYGNET INVESTMENT CO., INC.",ONE KINGS HIGHWAY NORTH,,WESTPORT,CT,6880,203-227-0320,203-226-6014,,Approved,1/17/90
149126,,DELPHIN INVESTMENTS,DELPHIN INVESTMENTS LLC,25 ISLAND WAY,,WESTPORT,CT,6880,631-463-6927,203-283-7423,WWW.DELPHININVEST.COM,Approved,2/17/09
146836,,EMERALD WEALTH ADVISORS,EMERALD WEALTH ADVISORS,191 POST ROAD WEST,,WESTPORT,CT,6880,203-221-2623,203-221-2622,WWW.EMERALDWEALTHADVISORS.COM,Approved,3/3/11
117177,,"FAIRPORT ADVISORS, INC.","FAIRPORT ADVISORS, INC.",830 POST RD EAST,,WESTPORT,CT,6880,203-227-1008,203-227-4477,,Approved,8/6/98
126426,,"GREENE CAPITAL, LLC","GREENE CAPITAL, LLC",2 RAYMOND PLACE,,WESTPORT,CT,6880,203-221-1715,203-221-1794,WWW.GREENECAPITAL.COM,Approved,8/10/92
138264,,"GULFSIDE ASSET MANAGEMENT, LLC","GULFSIDE ASSET MANAGEMENT, LLC",23 SURF ROAD,,WESTPORT,CT,6880,203-226-8722,203-226-8894,,Approved,3/10/06
132766,,"KETTLE CREEK INVESTMENT PARTNERS, LP","KETTLE CREEK INVESTMENT PARTNERS, LP",156 KINGS HIGHWAY NORTH,FIRST FLOOR,WESTPORT,CT,6880,203-682-4559,203-682-1666,WWW.KETTLECREEK.NET,Approved,11/9/04
138242,801-64997,"LUCID ASSET MANAGEMENT, LLC","LUCID ASSET MANAGEMENT, LLC",274 RIVERSIDE AVENUE,2ND FLOOR,WESTPORT,CT,6880,203-222-8004,203-549-0525,,Approved,8/11/09
149364,,MOSAIC PORTFOLIO STRATEGISTS LLC,MOSAIC PORTFOLIO STRATEGISTS LLC,"830 POST ROAD EAST, SUITE 112,",,WESTPORT,CT,6880,203.557.0890,203.557.0892,,Approved,4/28/09
148827,,NETHERBY ADVISORS LLC,NETHERBY ADVISORS LLC,943 POST ROAD EAST,,WESTPORT,CT,6880,203-227-1801,203-987-5065,WWW.NETHERBY.COM,Approved,2/4/09
18975,,"NUTMEG SECURITIES, LLC","NUTMEG SECURITIES, LLC",257 RIVERSIDE AVE,1ST FL,WESTPORT,CT,6880,203-255-3838,203-227-0501,NUTMEGSECURITIES.COM,Approved,6/28/01
136371,,"PURITAN CAPITAL, L.L.C.","PURITAN CAPITAL, L.L.C.",BANK OF AMERICA BUILDING,"980 POST ROAD EAST, 2ND FLOOR",WESTPORT,CT,6880,203-401-8089,203-286-2267,,Approved,11/14/05
152868,,"ROBERT HENRY WEALTH MANAGEMENT, LLC","ROBERT HENRY WEALTH MANAGEMENT, LLC",191 POST ROAD WEST,,WESTPORT,CT,6880,203-221-2804,203-221-2803,,Approved,2/11/10
157066,,"SCHEMCO, LLC","SCHEMCO, LLC",4 MOSS LEDGE RD,,WESTPORT,CT,6880,203-557-0945,,,Approved,4/26/11
134344,,"SOUND TRUST WEALTH ADVISORS, LLC","SOUND TRUST WEALTH ADVISORS, LLC",19 COLONIAL RD.,,WESTPORT,CT,6880,203-291-7950,866-869-4185,WWW.SOUNDTRUSTWEALTH.COM,Approved,6/7/06
36719,,"SOURCE CAPITAL GROUP, INC.","SOURCE CAPITAL GROUP, INC.",276 POST ROAD WEST,,WESTPORT,CT,6880,203-341-3500,203-341-3515,WWW.SOURCEGRP.COM,Approved,10/12/06
125777,,VISTA INVESTMENT ADVISORS LLC,VISTA INVESTMENT ADVISORS LLC,830 POST ROAD EAST,SUITE 112,WESTPORT,CT,6880,203-557-0890,203-557-0892,WWW.VISTA-FINANCIAL.COM,Approved,2/6/09
151161,,WBG ADVISORS LLC,WBG ADVISORS LLC,7 PHEASANT LANE,,WESTPORT,CT,6880,203-227-3738,,,Approved,10/5/09
125923,,WEALTHGUARD LLC,WEALTHGUARD LLC,1465 POST ROAD EAST,,WESTPORT,CT,6880,203-222-0404,203-227-8779,,Approved,6/4/03
125920,,"HARVEST CAPITAL ADVISORS, LLC","HARVEST CAPITAL ADVISORS, LLC",530 SILAS DEANE HWY,SUITE 300,WETHERSFIELD,CT,6109,860-721-9893,860-721-7854,HTTP://WWW.THEHARVESTADVISORS.COM/,Approved,3/9/00
133779,,KRM ADVISORY SERVICES,KRM ADVISORY SERVICES,81 WOLCOTT HILL ROAD,,WETHERSFIELD,CT,6109,860-529-3366,860-257-3864,,Approved,4/1/05
121461,,ASPETUCK INVESTMENT MANAGEMENT CORPORATION,ASPETUCK INVESTMENT MANAGEMENT CORPORATION,39 PIPERS HILL ROAD,39 PIPERS HILL ROAD,WILTON,CT,06897-1512,203-762-5034,203-762-5034,,Approved,9/15/87
128291,,GLEN HILL INVESTMENT RESEARCH,GLEN HILL INVESTMENT RESEARCH,6 GLEN HILL LANE,,WILTON,CT,6897,203-762-2412,203-761-9181,,Approved,2/1/94
149993,,"RAS CAPITAL SERVICES, INC.","RAS CAPITAL SERVICES, INC.",147 GRUMMAN HILL ROAD,,WILTON,CT,6897,203-243-6321,203-210 7722,,Approved,6/25/09
